Class;fClass;A00Amount;A00Amount100;A01Duration;A02Age;A03IRP;A04ResDur;A05NumExCred;A06NumPeopMaint;A07Teleph;A08FrgnWork;A09CheckAccStat;A10History;A11Purpose;A12Savings;A13EmployDurat;A14Personal;A15Gender;A16OtherDebtGuar;A17Property;A18OtherInstallPlan;A19Housing;A20Job;fA07Teleph;fA08FrgnWork;fA09CheckAccStat;fA10History;fA11Purpose;fA12Savings;fA13EmployDurat;fA14Personal;fA15Gender;fA16OtherDebtGuar;fA17Property;fA18OtherInstallPlan;fA19Housing;fA20Job;Training
1;Bad;1371;13,71;24;25;4;4;1;1;0;1;1;2;0;4;2;0;0;0;0;2;0;2;No;Yes;<0;existing credits paid back duly till now;car (new);unknown/no savings account;[1,4);female;female;none;real estate;none;rent;skilled employee/official;0
0;Good;3535;35,35;36;37;4;4;2;1;1;1;0;4;0;0;3;2;1;0;2;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);car (new);<100;[4,7);male: single;male;none;car or other;none;own;skilled employee/official;0
0;Good;3509;35,09;18;25;4;1;1;1;0;1;1;2;3;0;3;0;0;2;0;2;1;2;No;Yes;<0;existing credits paid back duly till now;radio/TV;<100;[4,7);female;female;guarantor;real estate;none;own;skilled employee/official;0
0;Good;5711;57,11;36;38;4;2;2;1;1;1;0;4;1;3;4;2;1;0;2;2;1;3;Yes;Yes;No;critical account/other credits existing (not at this bank);car (used);>=1000;>=7;male: single;male;none;car or other;none;own;management/self-employed/highly qualified employee/officer;0
0;Good;3872;38,72;18;67;2;4;1;1;1;1;2;2;5;0;0;0;0;0;2;2;1;2;Yes;Yes;[0, 200);existing credits paid back duly till now;repairs;<100;unemployed;female;female;none;car or other;none;own;skilled employee/official;0
1;Bad;4933;49,33;39;25;2;2;2;1;0;1;2;4;3;0;3;2;1;2;0;2;1;2;No;Yes;[0, 200);critical account/other credits existing (not at this bank);radio/TV;<100;[4,7);male: single;male;guarantor;real estate;none;own;skilled employee/official;0
0;Good;1940;19,4;24;60;4;4;1;1;1;1;0;4;0;3;4;2;1;0;0;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);car (new);>=1000;>=7;male: single;male;none;real estate;none;own;skilled employee/official;0
0;Good;1410;14,1;12;31;2;2;1;1;1;1;2;0;7;0;2;2;1;0;0;2;1;1;Yes;Yes;[0, 200);no credits taken/all credits paid back duly;retraining;<100;[1,4);male: single;male;none;real estate;none;own;unskilled, resident;0
1;Bad;836;8,36;12;23;4;2;1;1;0;1;2;2;0;1;1;0;0;0;1;0;1;1;No;Yes;[0, 200);existing credits paid back duly till now;car (new);[100,500);<1;female;female;none;building society savings agreement/life insurance;bank;own;unskilled, resident;1
0;Good;6468;64,68;20;60;1;4;1;1;1;1;2;2;1;4;0;1;1;0;0;2;1;3;Yes;Yes;[0, 200);existing credits paid back duly till now;car (used);unknown/no savings account;unemployed;male: divorced/separated;male;none;real estate;none;own;management/self-employed/highly qualified employee/officer;0
0;Good;1941;19,41;18;35;4;2;1;1;1;1;2;2;8;3;2;2;1;0;1;2;1;1;Yes;Yes;[0, 200);existing credits paid back duly till now;business;>=1000;[1,4);male: single;male;none;building society savings agreement/life insurance;none;own;unskilled, resident;0
0;Good;2675;26,75;22;40;3;4;1;1;0;1;0;2;3;2;4;2;1;0;2;2;1;2;No;Yes;No;existing credits paid back duly till now;radio/TV;[500,1000);>=7;male: single;male;none;car or other;none;own;skilled employee/official;0
0;Good;2751;27,51;48;38;4;3;2;2;1;1;0;4;1;4;4;2;1;0;2;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);car (used);unknown/no savings account;>=7;male: single;male;none;car or other;none;own;skilled employee/official;0
1;Bad;6224;62,24;48;50;4;4;1;1;0;1;2;3;6;0;4;2;1;0;3;2;2;2;No;Yes;[0, 200);delay in paying off in the past;education;<100;>=7;male: single;male;none;unknown/no property;none;for free;skilled employee/official;1
1;Bad;5998;59,98;40;27;4;3;1;1;1;1;1;4;6;0;2;2;1;0;3;0;1;2;Yes;Yes;<0;critical account/other credits existing (not at this bank);education;<100;[1,4);male: single;male;none;unknown/no property;bank;own;skilled employee/official;1
1;Bad;1188;11,88;21;39;2;4;1;2;0;1;2;2;8;0;4;0;0;0;1;2;1;2;No;Yes;[0, 200);existing credits paid back duly till now;business;<100;>=7;female;female;none;building society savings agreement/life insurance;none;own;skilled employee/official;1
0;Good;6313;63,13;24;41;3;4;1;2;1;1;0;2;1;4;4;2;1;0;2;2;1;3;Yes;Yes;No;existing credits paid back duly till now;car (used);unknown/no savings account;>=7;male: single;male;none;car or other;none;own;management/self-employed/highly qualified employee/officer;1
0;Good;1221;12,21;6;27;1;2;2;1;0;1;0;4;2;4;2;3;1;0;1;2;1;2;No;Yes;No;critical account/other credits existing (not at this bank);furniture/equipment;unknown/no savings account;[1,4);male: married/widowed;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
0;Good;2892;28,92;24;51;3;4;1;1;0;1;3;2;2;0;4;1;1;0;3;2;2;2;No;Yes;>=200;existing credits paid back duly till now;furniture/equipment;<100;>=7;male: divorced/separated;male;none;unknown/no property;none;for free;skilled employee/official;0
0;Good;3062;30,62;24;32;4;3;1;1;1;1;0;2;2;2;4;2;1;0;3;2;0;2;Yes;Yes;No;existing credits paid back duly till now;furniture/equipment;[500,1000);>=7;male: single;male;none;unknown/no property;none;rent;skilled employee/official;0
0;Good;2301;23,01;9;22;2;4;1;1;0;1;0;2;2;1;1;0;0;0;1;2;0;2;No;Yes;No;existing credits paid back duly till now;furniture/equipment;[100,500);<1;female;female;none;building society savings agreement/life insurance;none;rent;skilled employee/official;0
1;Bad;7511;75,11;18;51;1;4;1;2;1;1;1;2;1;4;4;2;1;0;1;2;2;2;Yes;Yes;<0;existing credits paid back duly till now;car (used);unknown/no savings account;>=7;male: single;male;none;building society savings agreement/life insurance;none;for free;skilled employee/official;1
0;Good;1258;12,58;12;22;2;4;2;1;0;1;0;4;2;0;1;0;0;0;1;2;0;1;No;Yes;No;critical account/other credits existing (not at this bank);furniture/equipment;<100;<1;female;female;none;building society savings agreement/life insurance;none;rent;unskilled, resident;0
0;Good;717;7,17;24;54;4;4;2;1;1;1;0;3;0;4;4;3;1;0;2;2;1;2;Yes;Yes;No;delay in paying off in the past;car (new);unknown/no savings account;>=7;male: married/widowed;male;none;car or other;none;own;skilled employee/official;1
0;Good;1549;15,49;9;35;4;2;1;1;0;1;2;2;0;4;1;2;1;0;0;2;1;0;No;Yes;[0, 200);existing credits paid back duly till now;car (new);unknown/no savings account;<1;male: single;male;none;real estate;none;own;unemployed/unskilled, non-resident;1
0;Good;1597;15,97;24;54;4;4;2;2;0;1;0;4;6;0;4;2;1;0;3;2;2;2;No;Yes;No;critical account/other credits existing (not at this bank);education;<100;>=7;male: single;male;none;unknown/no property;none;for free;skilled employee/official;1
0;Good;1795;17,95;18;48;3;4;2;1;1;1;2;4;3;0;4;0;0;2;0;0;0;1;Yes;Yes;[0, 200);critical account/other credits existing (not at this bank);radio/TV;<100;>=7;female;female;guarantor;real estate;bank;rent;unskilled, resident;1
0;Good;4272;42,72;20;24;1;4;2;1;0;1;1;4;2;0;4;0;0;0;1;2;1;2;No;Yes;<0;critical account/other credits existing (not at this bank);furniture/equipment;<100;>=7;female;female;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
0;Good;976;9,76;12;35;4;4;2;1;0;1;0;4;3;4;4;2;1;0;2;2;1;2;No;Yes;No;critical account/other credits existing (not at this bank);radio/TV;unknown/no savings account;>=7;male: single;male;none;car or other;none;own;skilled employee/official;0
0;Good;7472;74,72;12;24;1;2;1;1;0;1;2;2;0;4;0;0;0;0;0;2;0;0;No;Yes;[0, 200);existing credits paid back duly till now;car (new);unknown/no savings account;unemployed;female;female;none;real estate;none;rent;unemployed/unskilled, non-resident;1
1;Bad;9271;92,71;36;24;2;1;1;1;1;1;1;2;0;0;3;2;1;0;2;2;1;2;Yes;Yes;<0;existing credits paid back duly till now;car (new);<100;[4,7);male: single;male;none;car or other;none;own;skilled employee/official;0
0;Good;590;5,9;6;26;3;3;1;1;0;0;2;2;3;0;1;3;1;0;0;2;1;1;No;No;[0, 200);existing credits paid back duly till now;radio/TV;<100;<1;male: married/widowed;male;none;real estate;none;own;unskilled, resident;0
0;Good;930;9,3;12;65;4;4;4;1;0;1;0;4;3;4;4;2;1;0;0;2;1;2;No;Yes;No;critical account/other credits existing (not at this bank);radio/TV;unknown/no savings account;>=7;male: single;male;none;real estate;none;own;skilled employee/official;0
0;Good;9283;92,83;42;55;1;2;1;1;1;1;2;1;1;0;0;2;1;0;3;0;2;3;Yes;Yes;[0, 200);all credits at this bank paid back duly;car (used);<100;unemployed;male: single;male;none;unknown/no property;bank;for free;management/self-employed/highly qualified employee/officer;0
1;Bad;1778;17,78;15;26;2;1;2;1;0;1;2;0;0;0;1;0;0;0;0;2;0;0;No;Yes;[0, 200);no credits taken/all credits paid back duly;car (new);<100;<1;female;female;none;real estate;none;rent;unemployed/unskilled, non-resident;0
0;Good;907;9,07;8;26;3;2;1;1;1;1;2;2;8;0;1;3;1;0;0;2;1;2;Yes;Yes;[0, 200);existing credits paid back duly till now;business;<100;<1;male: married/widowed;male;none;real estate;none;own;skilled employee/official;0
0;Good;484;4,84;6;28;3;3;1;1;0;1;2;2;3;0;3;3;1;2;0;0;1;1;No;Yes;[0, 200);existing credits paid back duly till now;radio/TV;<100;[4,7);male: married/widowed;male;guarantor;real estate;bank;own;unskilled, resident;0
1;Bad;9629;96,29;36;24;4;4;2;1;1;1;1;4;1;0;3;2;1;0;2;2;1;2;Yes;Yes;<0;critical account/other credits existing (not at this bank);car (used);<100;[4,7);male: single;male;none;car or other;none;own;skilled employee/official;1
1;Bad;3051;30,51;48;54;3;4;1;1;0;1;1;2;4;0;2;2;1;0;2;2;1;2;No;Yes;<0;existing credits paid back duly till now;domestic appliances;<100;[1,4);male: single;male;none;car or other;none;own;skilled employee/official;0
1;Bad;3931;39,31;48;46;4;4;1;2;0;1;1;2;0;0;3;2;1;0;3;2;2;2;No;Yes;<0;existing credits paid back duly till now;car (new);<100;[4,7);male: single;male;none;unknown/no property;none;for free;skilled employee/official;0
0;Good;7432;74,32;36;54;2;2;1;1;0;1;2;3;0;0;2;0;0;0;1;2;0;2;No;Yes;[0, 200);delay in paying off in the past;car (new);<100;[1,4);female;female;none;building society savings agreement/life insurance;none;rent;skilled employee/official;1
0;Good;1338;13,38;6;62;1;4;1;1;0;1;0;2;4;2;2;1;1;0;0;2;1;2;No;Yes;No;existing credits paid back duly till now;domestic appliances;[500,1000);[1,4);male: divorced/separated;male;none;real estate;none;own;skilled employee/official;0
0;Good;1554;15,54;6;24;1;2;2;1;1;1;0;4;3;0;3;0;0;0;2;2;0;2;Yes;Yes;No;critical account/other credits existing (not at this bank);radio/TV;<100;[4,7);female;female;none;car or other;none;rent;skilled employee/official;1
0;Good;15857;158,57;36;43;2;3;1;1;0;1;1;2;9;0;0;1;1;1;2;2;1;3;No;Yes;<0;existing credits paid back duly till now;others;<100;unemployed;male: divorced/separated;male;co-applicant;car or other;none;own;management/self-employed/highly qualified employee/officer;1
1;Bad;1345;13,45;18;26;4;3;1;1;0;1;1;2;3;0;2;3;1;0;0;0;1;2;No;Yes;<0;existing credits paid back duly till now;radio/TV;<100;[1,4);male: married/widowed;male;none;real estate;bank;own;skilled employee/official;1
0;Good;1101;11,01;12;27;3;2;2;1;1;1;0;2;0;0;2;3;1;0;0;2;1;2;Yes;Yes;No;existing credits paid back duly till now;car (new);<100;[1,4);male: married/widowed;male;none;real estate;none;own;skilled employee/official;0
0;Good;3016;30,16;12;24;3;1;1;1;0;1;3;2;3;0;2;3;1;0;2;2;1;2;No;Yes;>=200;existing credits paid back duly till now;radio/TV;<100;[1,4);male: married/widowed;male;none;car or other;none;own;skilled employee/official;1
1;Bad;2712;27,12;36;41;2;2;1;2;0;1;1;2;2;0;4;2;1;0;1;0;1;2;No;Yes;<0;existing credits paid back duly till now;furniture/equipment;<100;>=7;male: single;male;none;building society savings agreement/life insurance;bank;own;skilled employee/official;1
0;Good;731;7,31;8;47;4;4;2;1;0;1;1;4;0;0;4;2;1;0;0;2;1;1;No;Yes;<0;critical account/other credits existing (not at this bank);car (new);<100;>=7;male: single;male;none;real estate;none;own;unskilled, resident;0
0;Good;3780;37,8;18;35;3;2;2;1;1;1;0;4;2;0;1;1;1;0;2;2;1;3;Yes;Yes;No;critical account/other credits existing (not at this bank);furniture/equipment;<100;<1;male: divorced/separated;male;none;car or other;none;own;management/self-employed/highly qualified employee/officer;0
0;Good;1602;16,02;21;30;4;3;2;1;1;1;1;4;0;0;4;3;1;0;2;2;1;2;Yes;Yes;<0;critical account/other credits existing (not at this bank);car (new);<100;>=7;male: married/widowed;male;none;car or other;none;own;skilled employee/official;0
1;Bad;3966;39,66;18;33;1;4;3;1;1;1;1;4;0;0;4;0;0;0;0;0;0;2;Yes;Yes;<0;critical account/other credits existing (not at this bank);car (new);<100;>=7;female;female;none;real estate;bank;rent;skilled employee/official;1
1;Bad;4165;41,65;18;36;2;2;2;2;0;1;0;0;8;0;2;2;1;0;2;1;1;2;No;Yes;No;no credits taken/all credits paid back duly;business;<100;[1,4);male: single;male;none;car or other;stores;own;skilled employee/official;1
1;Bad;8335;83,35;36;47;3;4;1;1;0;1;1;2;1;4;4;2;1;0;3;2;2;2;No;Yes;<0;existing credits paid back duly till now;car (used);unknown/no savings account;>=7;male: single;male;none;unknown/no property;none;for free;skilled employee/official;0
0;Good;6681;66,81;48;38;4;4;1;2;1;1;2;3;8;4;2;2;1;0;3;2;2;2;Yes;Yes;[0, 200);delay in paying off in the past;business;unknown/no savings account;[1,4);male: single;male;none;unknown/no property;none;for free;skilled employee/official;0
0;Good;2375;23,75;24;44;4;2;2;2;1;1;0;3;8;2;2;2;1;0;2;2;1;2;Yes;Yes;No;delay in paying off in the past;business;[500,1000);[1,4);male: single;male;none;car or other;none;own;skilled employee/official;1
1;Bad;1216;12,16;18;23;4;3;1;1;1;1;1;2;0;0;1;0;0;0;2;2;0;2;Yes;Yes;<0;existing credits paid back duly till now;car (new);<100;<1;female;female;none;car or other;none;rent;skilled employee/official;0
1;Bad;11816;118,16;45;29;2;4;2;1;0;1;1;0;8;0;4;2;1;0;2;2;0;2;No;Yes;<0;no credits taken/all credits paid back duly;business;<100;>=7;male: single;male;none;car or other;none;rent;skilled employee/official;1
0;Good;5084;50,84;24;42;2;4;1;1;1;1;2;2;3;4;4;0;0;0;2;2;1;2;Yes;Yes;[0, 200);existing credits paid back duly till now;radio/TV;unknown/no savings account;>=7;female;female;none;car or other;none;own;skilled employee/official;0
1;Bad;2327;23,27;15;25;2;3;1;1;0;1;3;2;3;0;1;0;0;0;0;2;1;1;No;Yes;>=200;existing credits paid back duly till now;radio/TV;<100;<1;female;female;none;real estate;none;own;unskilled, resident;0
1;Bad;1082;10,82;12;48;4;4;2;1;0;1;1;0;0;0;2;2;1;0;2;0;1;2;No;Yes;<0;no credits taken/all credits paid back duly;car (new);<100;[1,4);male: single;male;none;car or other;bank;own;skilled employee/official;1
0;Good;886;8,86;12;21;4;2;1;1;0;1;0;2;3;4;2;0;0;0;2;2;1;2;No;Yes;No;existing credits paid back duly till now;radio/TV;unknown/no savings account;[1,4);female;female;none;car or other;none;own;skilled employee/official;1
0;Good;601;6,01;4;23;1;3;1;2;0;1;0;2;2;0;1;0;0;0;0;2;0;1;No;Yes;No;existing credits paid back duly till now;furniture/equipment;<100;<1;female;female;none;real estate;none;rent;unskilled, resident;1
0;Good;2957;29,57;24;63;4;4;2;1;1;1;1;4;1;0;4;2;1;0;1;2;1;2;Yes;Yes;<0;critical account/other credits existing (not at this bank);car (used);<100;>=7;male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
0;Good;2611;26,11;24;46;4;3;2;1;0;1;0;4;3;0;4;3;1;1;0;2;1;2;No;Yes;No;critical account/other credits existing (not at this bank);radio/TV;<100;>=7;male: married/widowed;male;co-applicant;real estate;none;own;skilled employee/official;1
1;Bad;5179;51,79;36;29;4;2;1;1;0;1;1;2;2;0;3;2;1;0;1;2;1;2;No;Yes;<0;existing credits paid back duly till now;furniture/equipment;<100;[4,7);male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
0;Good;2993;29,93;21;28;3;2;2;1;0;1;0;3;1;0;2;2;1;0;0;1;1;1;No;Yes;No;delay in paying off in the past;car (used);<100;[1,4);male: single;male;none;real estate;stores;own;unskilled, resident;0
1;Bad;1943;19,43;18;23;4;4;1;1;0;1;0;2;5;0;1;0;0;0;0;2;1;2;No;Yes;No;existing credits paid back duly till now;repairs;<100;<1;female;female;none;real estate;none;own;skilled employee/official;0
0;Good;1559;15,59;24;50;4;4;1;1;1;1;0;1;8;0;3;2;1;0;2;0;1;2;Yes;Yes;No;all credits at this bank paid back duly;business;<100;[4,7);male: single;male;none;car or other;bank;own;skilled employee/official;0
0;Good;3422;34,22;18;47;4;4;3;2;1;1;0;2;2;0;4;2;1;0;1;0;1;2;Yes;Yes;No;existing credits paid back duly till now;furniture/equipment;<100;>=7;male: single;male;none;building society savings agreement/life insurance;bank;own;skilled employee/official;0
0;Good;3976;39,76;21;35;2;3;1;1;1;1;2;2;2;4;3;2;1;0;2;2;1;2;Yes;Yes;[0, 200);existing credits paid back duly till now;furniture/equipment;unknown/no savings account;[4,7);male: single;male;none;car or other;none;own;skilled employee/official;0
1;Bad;6761;67,61;18;68;2;4;2;1;0;1;0;2;0;4;2;2;1;0;2;2;0;2;No;Yes;No;existing credits paid back duly till now;car (new);unknown/no savings account;[1,4);male: single;male;none;car or other;none;rent;skilled employee/official;1
0;Good;1249;12,49;24;28;4;2;1;1;0;1;0;2;0;0;1;3;1;0;0;2;1;2;No;Yes;No;existing credits paid back duly till now;car (new);<100;<1;male: married/widowed;male;none;real estate;none;own;skilled employee/official;0
0;Good;1364;13,64;9;59;3;4;1;1;0;1;1;2;3;0;3;2;1;0;0;2;1;2;No;Yes;<0;existing credits paid back duly till now;radio/TV;<100;[4,7);male: single;male;none;real estate;none;own;skilled employee/official;1
1;Bad;709;7,09;12;57;4;4;1;1;0;1;1;2;3;0;4;2;1;0;0;1;1;1;No;Yes;<0;existing credits paid back duly till now;radio/TV;<100;>=7;male: single;male;none;real estate;stores;own;unskilled, resident;1
1;Bad;2235;22,35;20;33;4;2;2;1;0;0;1;4;0;0;2;3;1;2;1;0;0;2;No;No;<0;critical account/other credits existing (not at this bank);car (new);<100;[1,4);male: married/widowed;male;guarantor;building society savings agreement/life insurance;bank;rent;skilled employee/official;1
0;Good;4042;40,42;24;43;3;4;2;1;1;1;0;4;1;4;3;2;1;0;1;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);car (used);unknown/no savings account;[4,7);male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;1
0;Good;1471;14,71;15;35;4;4;2;1;1;1;0;4;3;0;2;2;1;0;3;2;2;2;Yes;Yes;No;critical account/other credits existing (not at this bank);radio/TV;<100;[1,4);male: single;male;none;unknown/no property;none;for free;skilled employee/official;0
1;Bad;1442;14,42;18;32;4;4;2;2;0;1;1;1;0;0;3;2;1;0;3;2;2;1;No;Yes;<0;all credits at this bank paid back duly;car (new);<100;[4,7);male: single;male;none;unknown/no property;none;for free;unskilled, resident;0
0;Good;10875;108,75;36;45;2;2;2;2;1;1;0;3;0;0;4;2;1;0;2;2;1;2;Yes;Yes;No;delay in paying off in the past;car (new);<100;>=7;male: single;male;none;car or other;none;own;skilled employee/official;0
0;Good;1474;14,74;24;33;4;3;1;1;1;1;0;2;0;1;1;3;1;0;0;2;1;2;Yes;Yes;No;existing credits paid back duly till now;car (new);[100,500);<1;male: married/widowed;male;none;real estate;none;own;skilled employee/official;1
0;Good;894;8,94;10;40;4;3;1;1;1;1;0;2;7;4;3;0;0;0;1;2;1;2;Yes;Yes;No;existing credits paid back duly till now;retraining;unknown/no savings account;[4,7);female;female;none;building society savings agreement/life insurance;none;own;skilled employee/official;1
0;Good;3343;33,43;15;28;4;2;1;1;1;1;0;4;2;0;2;2;1;0;3;2;2;2;Yes;Yes;No;critical account/other credits existing (not at this bank);furniture/equipment;<100;[1,4);male: single;male;none;unknown/no property;none;for free;skilled employee/official;1
1;Bad;3959;39,59;15;29;3;2;1;1;1;1;1;2;0;0;2;0;0;0;1;2;1;2;Yes;Yes;<0;existing credits paid back duly till now;car (new);<100;[1,4);female;female;none;building society savings agreement/life insurance;none;own;skilled employee/official;1
0;Good;3577;35,77;9;26;1;2;1;2;0;0;0;2;0;1;2;2;1;2;0;2;0;2;No;No;No;existing credits paid back duly till now;car (new);[100,500);[1,4);male: single;male;guarantor;real estate;none;rent;skilled employee/official;1
0;Good;5804;58,04;24;27;4;2;2;1;0;1;0;4;1;3;2;2;1;0;0;2;1;2;No;Yes;No;critical account/other credits existing (not at this bank);car (used);>=1000;[1,4);male: single;male;none;real estate;none;own;skilled employee/official;0
1;Bad;2169;21,69;18;28;4;2;1;1;1;1;0;3;8;0;2;3;1;0;2;2;1;2;Yes;Yes;No;delay in paying off in the past;business;<100;[1,4);male: married/widowed;male;none;car or other;none;own;skilled employee/official;1
1;Bad;2439;24,39;24;35;4;4;1;1;1;1;1;2;3;0;1;0;0;0;0;2;1;2;Yes;Yes;<0;existing credits paid back duly till now;radio/TV;<100;<1;female;female;none;real estate;none;own;skilled employee/official;0
0;Good;4526;45,26;27;32;4;2;2;2;1;1;0;4;2;3;1;2;1;0;0;1;1;1;Yes;Yes;No;critical account/other credits existing (not at this bank);furniture/equipment;>=1000;<1;male: single;male;none;real estate;stores;own;unskilled, resident;0
1;Bad;2210;22,1;10;25;2;2;1;1;0;1;0;2;2;0;2;2;1;0;0;0;0;1;No;Yes;No;existing credits paid back duly till now;furniture/equipment;<100;[1,4);male: single;male;none;real estate;bank;rent;unskilled, resident;1
0;Good;2221;22,21;15;20;2;4;1;1;0;1;0;2;2;2;2;0;0;0;2;2;0;2;No;Yes;No;existing credits paid back duly till now;furniture/equipment;[500,1000);[1,4);female;female;none;car or other;none;rent;skilled employee/official;1
0;Good;2389;23,89;18;27;4;1;1;1;0;1;1;2;3;0;1;0;0;0;2;1;1;2;No;Yes;<0;existing credits paid back duly till now;radio/TV;<100;<1;female;female;none;car or other;stores;own;skilled employee/official;0
0;Good;3331;33,31;12;42;2;4;1;1;0;1;0;4;2;0;4;2;1;0;1;1;1;2;No;Yes;No;critical account/other credits existing (not at this bank);furniture/equipment;<100;>=7;male: single;male;none;building society savings agreement/life insurance;stores;own;skilled employee/official;1
0;Good;7409;74,09;36;37;3;2;2;1;0;1;0;2;8;4;4;2;1;0;1;2;1;2;No;Yes;No;existing credits paid back duly till now;business;unknown/no savings account;>=7;male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
0;Good;652;6,52;12;24;4;4;1;1;0;1;1;2;2;0;4;0;0;0;1;2;0;2;No;Yes;<0;existing credits paid back duly till now;furniture/equipment;<100;>=7;female;female;none;building society savings agreement/life insurance;none;rent;skilled employee/official;0
0;Good;7678;76,78;36;40;2;4;2;1;1;1;0;3;2;2;3;0;0;0;2;2;1;2;Yes;Yes;No;delay in paying off in the past;furniture/equipment;[500,1000);[4,7);female;female;none;car or other;none;own;skilled employee/official;1
0;Good;1343;13,43;6;46;1;4;2;2;0;0;3;4;0;0;4;2;1;0;0;2;1;2;No;No;>=200;critical account/other credits existing (not at this bank);car (new);<100;>=7;male: single;male;none;real estate;none;own;skilled employee/official;0
0;Good;1382;13,82;24;26;4;1;2;1;1;1;1;4;8;1;3;2;1;0;0;2;1;2;Yes;Yes;<0;critical account/other credits existing (not at this bank);business;[100,500);[4,7);male: single;male;none;real estate;none;own;skilled employee/official;1
0;Good;874;8,74;15;24;4;1;1;1;0;1;0;2;4;4;1;0;0;0;0;2;1;2;No;Yes;No;existing credits paid back duly till now;domestic appliances;unknown/no savings account;<1;female;female;none;real estate;none;own;skilled employee/official;1
0;Good;3590;35,9;12;29;2;2;1;2;0;1;1;2;2;0;2;2;1;1;1;2;1;1;No;Yes;<0;existing credits paid back duly till now;furniture/equipment;<100;[1,4);male: single;male;co-applicant;building society savings agreement/life insurance;none;own;unskilled, resident;0
0;Good;1322;13,22;11;40;4;4;2;1;0;1;2;4;0;3;2;0;0;0;2;2;1;2;No;Yes;[0, 200);critical account/other credits existing (not at this bank);car (new);>=1000;[1,4);female;female;none;car or other;none;own;skilled employee/official;1
0;Good;1940;19,4;18;36;3;4;1;1;1;1;1;1;3;0;1;2;1;1;3;0;2;3;Yes;Yes;<0;all credits at this bank paid back duly;radio/TV;<100;<1;male: single;male;co-applicant;unknown/no property;bank;for free;management/self-employed/highly qualified employee/officer;0
0;Good;3595;35,95;36;28;4;2;1;1;0;1;0;2;3;0;4;2;1;0;2;2;1;2;No;Yes;No;existing credits paid back duly till now;radio/TV;<100;>=7;male: single;male;none;car or other;none;own;skilled employee/official;1
1;Bad;1422;14,22;9;27;3;2;1;1;1;1;1;2;0;0;1;2;1;0;3;2;2;3;Yes;Yes;<0;existing credits paid back duly till now;car (new);<100;<1;male: single;male;none;unknown/no property;none;for free;management/self-employed/highly qualified employee/officer;0
0;Good;6742;67,42;30;36;2;3;2;1;0;1;0;4;3;4;3;2;1;0;1;2;1;2;No;Yes;No;critical account/other credits existing (not at this bank);radio/TV;unknown/no savings account;[4,7);male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
0;Good;7814;78,14;24;38;3;3;1;1;1;1;0;2;1;0;3;2;1;0;2;2;1;3;Yes;Yes;No;existing credits paid back duly till now;car (used);<100;[4,7);male: single;male;none;car or other;none;own;management/self-employed/highly qualified employee/officer;1
0;Good;9277;92,77;24;48;2;4;1;1;1;1;0;2;1;4;2;1;1;0;3;2;2;2;Yes;Yes;No;existing credits paid back duly till now;car (used);unknown/no savings account;[1,4);male: divorced/separated;male;none;unknown/no property;none;for free;skilled employee/official;0
0;Good;2181;21,81;30;36;4;4;2;1;0;1;2;4;0;4;4;2;1;0;0;2;1;2;No;Yes;[0, 200);critical account/other credits existing (not at this bank);car (new);unknown/no savings account;>=7;male: single;male;none;real estate;none;own;skilled employee/official;1
0;Good;1098;10,98;18;65;4;4;2;1;0;1;0;4;3;0;0;0;0;0;2;2;1;0;No;Yes;No;critical account/other credits existing (not at this bank);radio/TV;<100;unemployed;female;female;none;car or other;none;own;unemployed/unskilled, non-resident;0
1;Bad;4057;40,57;24;43;3;3;1;1;1;1;2;2;2;0;3;1;1;0;2;2;1;2;Yes;Yes;[0, 200);existing credits paid back duly till now;furniture/equipment;<100;[4,7);male: divorced/separated;male;none;car or other;none;own;skilled employee/official;1
1;Bad;795;7,95;12;53;4;4;1;1;0;1;1;2;6;0;1;0;0;0;1;2;1;2;No;Yes;<0;existing credits paid back duly till now;education;<100;<1;female;female;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
0;Good;2825;28,25;24;34;4;3;2;2;1;1;2;4;8;4;3;2;1;0;3;2;1;2;Yes;Yes;[0, 200);critical account/other credits existing (not at this bank);business;unknown/no savings account;[4,7);male: single;male;none;unknown/no property;none;own;skilled employee/official;1
1;Bad;15672;156,72;48;23;2;2;1;1;1;1;2;2;8;0;2;2;1;0;2;2;1;2;Yes;Yes;[0, 200);existing credits paid back duly till now;business;<100;[1,4);male: single;male;none;car or other;none;own;skilled employee/official;1
0;Good;6614;66,14;36;34;4;4;2;1;1;1;0;4;0;0;4;2;1;0;2;2;1;3;Yes;Yes;No;critical account/other credits existing (not at this bank);car (new);<100;>=7;male: single;male;none;car or other;none;own;management/self-employed/highly qualified employee/officer;1
